title,company,location,skills,description,requirements,benefits,link
Senior AI Engineer (Computer Vision/NLP/LLM),MB Bank,Hà Nội,"AI, Machine Learning, LLM, NLP, Computer Vision, Python","Mô tả công việc 2026TD450878 - Senior AI Engineer (Computer Vision/NLP/LLM) - Phát triển, ứng dụng, tối ưu, tích hợp mô hình AI cho các bài toán ứng dụng trong hoạt động Kinh doanh/Ngân hàng về các lĩnh vực Computer Vision, NLP... - Tham gia vào các công đoạn triển khai dịch vụ: Kiến trúc hệ thống, thiết kế mô hình hoạt động, luồng hoạt động, chức năng, tối ưu performance - Coding, test metrics, service và unittest theo mô hình DevOps, MLOps - Nghiên cứu, tìm hiểu các bài báo khoa học mới nhất về AI, ML, DL - Với nhóm ứng viên là các bạn chuẩn bị tốt nghiệp tài năng và fresher: tham gia các chương trình đào tạo và dự án dành cho nhân sự tập sự để phát triển lên các vị trí chính thức.","Yêu cầu công việc Tốt nghiệp Đại học các chuyên ngành: Công nghệ thông tin, Khoa học máy tính, Điện tử viễn thông, Công nghệ phần mềm, Hệ thống thông tin.... Yêu cầu ứng viên có từ 2 năm kinh nghiệm ở các vị trí AI. Có kiến thức và kỹ năng về MỘT TRONG NHỮNG nội dung sau: + Ngôn ngữ lập trình Python, C/C++ + Service/MicroService với một trong các framework FastAPI/Flask/Django + Tensorflow/Pytorch/DGL/PyG/Onnx + API (Restful/gRPC), Lập trình an toàn, đảm bảo & tối ưu hiệu năng + Git và Git Flow, Docker/ Kubernete, Kubeflow/MLFlow, TritonServer/ Tensorflow Serving + Các dạng bài toán Supervised learning, Reinforcement learning + Xử lý Ảnh (Computer Vision)/Video/Âm thanh/Ngôn ngữ tự nhiên (NLP) + CNN/RNN/Transformer/Attention, SVM/KNN/Clustering, GNN vv... + Kỹ thuật Knowledge Distiller/ Model Prune,  Model Quantization MB Bank yêu cầu ứng viên ứng tuyển cần cung cấp chi tiết các thông tin sau: - Thông tin cá nhân: Họ và tên, Ngày tháng năm sinh, Giới tính - Số điện thoại và Email liên hệ - Trình độ học vấn, Trường đã tốt nghiệp - Kinh nghiệm làm việc - Từ 3 - 5 kỹ năng nổi bật - Nguồn Tuyển dụng Vì sao Bạn nên đảm bảo đầy đủ thông tin khi ứng tuyển? - Hồ sơ của Bạn sẽ được đánh giá nhanh chóng. - Đối với các hồ sơ đáp ứng đầy đủ thông tin và tiêu chí tuyển dụng phù hợp, MB Bank sẽ chủ động liên hệ phỏng vấn trong thời gian sớm nhất. - Ứng viên vui lòng kiểm tra email và điện thoại thường xuyên để không bỏ lỡ lịch hẹn phỏng vấn Cập nhật ngay thông tin mới nhất về các Chương trình do MB tổ chức tại FanPage: - Ai yêu Miền Bắc hơn MBers - Ai yêu Miền Trung hơn MBers - Ai yêu Miền Nam hơn MBers","Tại sao bạn sẽ yêu thích làm việc tại đây Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng thành tích tháng 13; Thưởng thành tích theo kết quả công việc 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm Khám sức khỏe định kì Gói bảo hiểm sức khỏe cá nhân và người thân (MIC) Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, Lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.",https://itviec.com/viec-lam-it/senior-ai-engineer-computer-vision-nlp-llm-mb-bank-5606?lab_feature=preview_jd_page
"Senior AI Expert (Machine Learning, Deep Learning, LLM)",MB Bank,Hà Nội,"AI, LLM, Deep Learning, Machine Learning, Computer Vision, NLP","Mô tả công việc 2026TD450201 - Senior AI Expert - Tham gia cố vấn và xây dựng chiến lược, định hướng phát triển AI cho Ban lãnh đạo - Giám sát, điều phối và phát triển các dự án, sản phẩm hoặc dịch vụ AI trong ngân hàng. Nhiệm vụ chính: 1. Trực tiếp tham gia phát triển các dự án AI trọng điểm 2. Tham gia xây dựng và triển khai chiến lược, định hướng cho các dự án AI 3. Lập kế hoạch chi tiết và quản lý các dự án phát triển và ứng dụng AI. 4. Giám sát và hỗ trợ đội ngũ phát triển trong việc phát triển và triển khai các giải pháp AI, đảm bảo chất lượng và hiệu suất cao nhất. 5. Làm việc với các đơn vị tại Trung tâm AI (LLM, NLP, Computer Vision, Chatbot, R&D) và các đơn vị liên quan (khối Dữ liệu, các Trung tâm phát triển phần mềm, Kiểm thử, BA và khách hàng) để đảm bảo sự phối hợp nhịp nhàng và tối ưu hóa nguồn lực. 6. Cập nhật và nghiên cứu các công nghệ AI mới nhất, áp dụng vào các dự án thực tế. 7. Đảm bảo chất lượng và hiệu suất cho các dự án AI, thực hiện kiểm tra và đánh giá định kỳ. 8. Tham gia tuyển dụng nhân tài, huấn luyện và phát triển đội ngũ","Yêu cầu công việc - Tốt nghiệp Đại học trở lên - Tối thiểu 5 năm kinh nghiệm trong lĩnh vực AI/ML. - Có kinh nghiệm lãnh đạo, quản lý liên quan đến AI là lợi thế - Chuyên môn: + Hiểu biết sâu về các công nghệ AI/ML/Computer Vision/NLP/LLM... + Có chuyên môn sâu về quản trị dữ liệu - Kỹ năng quản lý: + Kỹ năng lập kế hoạch, tổ chức và quản lý công việc + Kỹ năng ra quyết định, giải quyết vấn đề và quản lý xung đột + Khả năng truyền cảm hứng cho đội ngũ - Yêu cầu khác: + Hiểu biết về các quy định pháp lý, đạo đức liên quan đến AI + Kiến thức về quản trị rủi ro và các tiêu chuẩn ngành MB Bank yêu cầu ứng viên ứng tuyển cần cung cấp chi tiết các thông tin sau: - Thông tin cá nhân: Họ và tên, Ngày tháng năm sinh, Giới tính - Số điện thoại và Email liên hệ - Trình độ học vấn, Trường đã tốt nghiệp - Kinh nghiệm làm việc - Từ 3 - 5 kỹ năng nổi bật - Nguồn Tuyển dụng Vì sao Bạn nên đảm bảo đầy đủ thông tin khi ứng tuyển? - Hồ sơ của Bạn sẽ được đánh giá nhanh chóng. - Đối với các hồ sơ đáp ứng đầy đủ thông tin và tiêu chí tuyển dụng phù hợp, MB Bank sẽ chủ động liên hệ phỏng vấn trong thời gian sớm nhất. - Ứng viên vui lòng kiểm tra email và điện thoại thường xuyên để không bỏ lỡ lịch hẹn phỏng vấn Cập nhật ngay thông tin mới nhất về các Chương trình do MB tổ chức tại FanPage: - Ai yêu Miền Bắc hơn MBers - Ai yêu Miền Trung hơn MBers - Ai yêu Miền Nam hơn MBers","Tại sao bạn sẽ yêu thích làm việc tại đây Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng thành tích tháng 13; Thưởng thành tích theo kết quả công việc 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm Khám sức khỏe định kì Gói bảo hiểm sức khỏe cá nhân và người thân (MIC) Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, Lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.",https://itviec.com/viec-lam-it/senior-ai-expert-machine-learning-deep-learning-llm-mb-bank-5412?lab_feature=preview_jd_page
AI Expert (Computer Vision/NLP/LLM),MB Bank,Hà Nội,"AI, LLM, Deep Learning, Machine Learning, Computer Vision, NLP","Mô tả công việc 2026TD450200 - AI Expert Chịu trách nhiệm định hướng, giám sát, điều phối và phát triển các dự án, sản phẩm hoặc dịch vụ AI trong ngân hàng. Nhiệm vụ chính: 1. Tham gia xây dựng và triển khai định hướng cho các dự án AI 2. Lập kế hoạch chi tiết và quản lý các dự án phát triển và ứng dụng AI. 3. Giám sát và hỗ trợ đội ngũ phát triển trong việc phát triển và triển khai các giải pháp AI, đảm bảo chất lượng và hiệu suất cao nhất. 4. Làm việc chặt chẽ với các phòng ban liên quan tại Trung tâm AI (LLM, NLP, Computer Vision, Chatbot, R&D.v.v. và các đơn vị khác) để đảm bảo sự phối hợp nhịp nhàng và tối ưu hóa nguồn lực. 5. Cập nhật và nghiên cứu các công nghệ AI mới nhất, áp dụng vào các dự án thực tế. 6. Đảm bảo chất lượng và hiệu suất cho các dự án AI, thực hiện kiểm tra và đánh giá định kỳ. 7. Xác định và đánh giá các rủi ro trong quá trình triển khai dự án. 8. Tham gia tuyển dụng nhân tài, huấn luyện và phát triển đội ngũ","Yêu cầu công việc - Tối thiểu 3 năm kinh nghiệm trong lĩnh vực AI/ML. - Chuyên môn: + Hiểu biết sâu về các công nghệ AI/ML/Computer Vision/NLP/LLM... + Có chuyên môn sâu về quản trị dữ liệu - Kỹ năng quản lý: + Kỹ năng lập kế hoạch, tổ chức và quản lý công việc + Kỹ năng ra quyết định, giải quyết vấn đề và quản lý xung đột + Khả năng truyền cảm hứng cho đội ngũ - Yêu cầu khác: + Hiểu biết về các quy định pháp lý, đạo đức liên quan đến AI + Kiến thức về quản trị rủi ro và các tiêu chuẩn ngành MB Bank yêu cầu ứng viên ứng tuyển cần cung cấp chi tiết các thông tin sau: - Thông tin cá nhân: Họ và tên, Ngày tháng năm sinh, Giới tính - Số điện thoại và Email liên hệ - Trình độ học vấn, Trường đã tốt nghiệp - Kinh nghiệm làm việc - Từ 3 - 5 kỹ năng nổi bật - Nguồn Tuyển dụng Vì sao Bạn nên đảm bảo đầy đủ thông tin khi ứng tuyển? - Hồ sơ của Bạn sẽ được đánh giá nhanh chóng. - Đối với các hồ sơ đáp ứng đầy đủ thông tin và tiêu chí tuyển dụng phù hợp, MB Bank sẽ chủ động liên hệ phỏng vấn trong thời gian sớm nhất. - Ứng viên vui lòng kiểm tra email và điện thoại thường xuyên để không bỏ lỡ lịch hẹn phỏng vấn Cập nhật ngay thông tin mới nhất về các Chương trình do MB tổ chức tại FanPage: - Ai yêu Miền Bắc hơn MBers - Ai yêu Miền Trung hơn MBers - Ai yêu Miền Nam hơn MBers","Tại sao bạn sẽ yêu thích làm việc tại đây Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng thành tích tháng 13; Thưởng thành tích theo kết quả công việc 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm Khám sức khỏe định kì Gói bảo hiểm sức khỏe cá nhân và người thân (MIC) Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, Lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.",https://itviec.com/viec-lam-it/ai-expert-computer-vision-nlp-llm-mb-bank-1922?lab_feature=preview_jd_page
"AI Engineer (Fresher, Ứng viên chuẩn bị tốt nghiệp)",MB Bank,Hà Nội,"AI, Machine Learning, Computer Vision, NLP, TensorFlow, Python","Mô tả công việc 2025TD924 - AI Engineer (Fresher, Ứng viên chuẩn bị tốt nghiệp) - Tham gia phát triển, ứng dụng, tối ưu, tích hợp mô hình AI cho các bài toán ứng dụng trong hoạt động Kinh doanh/Ngân hàng về các lĩnh vực Computer Vision, NLP... - Tham gia vào các công đoạn triển khai dịch vụ: Kiến trúc hệ thống, thiết kế mô hình hoạt động, luồng hoạt động, chức năng, tối ưu performance - Tham gia Coding, test metrics, service và unittest theo mô hình DevOps, MLOps - Tham gia nghiên cứu, tìm hiểu các bài báo khoa học mới nhất về AI, ML, DL - Tham gia các chương trình đào tạo và dự án dành cho nhân sự tập sự để phát triển lên các vị trí chính thức.","Yêu cầu công việc Bạn học năm 4, tốt nghiệp dưới 01 năm Đại học các chuyên ngành: Công nghệ thông tin, Khoa học máy tính, Điện tử viễn thông, Công nghệ phần mềm, Hệ thống thông tin.... Ưu tiên các bạn tốt nghiệp loại Giỏi, Xuất sắc, có thành tích cao, đạt giải thưởng, có nghiên cứu khoa học trong quá trình học Phổ thông, Đại học (ứng viên nên thể hiện nội dung này trong CV) Ứng viên có thể làm việc fulltime là một lợi thế. Yêu cầu onsite tối thiểu 7/10 buổi làm việc trong tuần (từ thứ 2 - thứ 6). Có kiến thức và kỹ năng về MỘT TRONG NHỮNG nội dung sau: + Ngôn ngữ lập trình: Python, C/C++ + Service/MicroService với một trong các framework FastAPI/Flask/Django + Tensorflow/Pytorch/DGL/PyG/Onnx + API (Restful/gRPC), Lập trình an toàn, đảm bảo & tối ưu hiệu năng + Git và Git Flow, Docker/ Kubernete, Kubeflow/MLFlow, TritonServer/ Tensorflow Serving + Các dạng bài toán Supervised learning, Reinforcement learning + Xử lý Ảnh (Computer Vision)/Video/Âm thanh/Ngôn ngữ tự nhiên (NLP) + CNN/RNN/Transformer/Attention, SVM/KNN/Clustering, GNN vv... + Kỹ thuật Knowledge Distiller/ Model Prune, Model Quantization MB Bank yêu cầu ứng viên ứng tuyển cần cung cấp chi tiết các thông tin sau: - Thông tin cá nhân: Họ và tên, Ngày tháng năm sinh, Giới tính - Số điện thoại và Email liên hệ - Trình độ học vấn, Trường đã tốt nghiệp - Kinh nghiệm làm việc - Từ 3 - 5 kỹ năng nổi bật - Nguồn Tuyển dụng Vì sao Bạn nên đảm bảo đầy đủ thông tin khi ứng tuyển? - Hồ sơ của Bạn sẽ được đánh giá nhanh chóng. - Đối với các hồ sơ đáp ứng đầy đủ thông tin và tiêu chí tuyển dụng phù hợp, MB Bank sẽ chủ động liên hệ phỏng vấn trong thời gian sớm nhất. - Ứng viên vui lòng kiểm tra email và điện thoại thường xuyên để không bỏ lỡ lịch hẹn phỏng vấn. Cập nhật ngay thông tin mới nhất về các Chương trình do MB tổ chức tại FanPage: - Ai yêu Miền Bắc hơn MBers - Ai yêu Miền Trung hơn MBers - Ai yêu Miền Nam hơn MBers","Tại sao bạn sẽ yêu thích làm việc tại đây Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng thành tích tháng 13; Thưởng thành tích theo kết quả công việc 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm Khám sức khỏe định kì Gói bảo hiểm sức khỏe cá nhân và người thân (MIC) Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, Lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.",https://itviec.com/viec-lam-it/ai-engineer-fresher-ung-vien-chuan-bi-tot-nghiep-mb-bank-5003?lab_feature=preview_jd_page
AI Software Engineer (Python/Go/C/C++ & AI Agents),MB Bank,Hà Nội,"Python, AI, FastAPI, Docker, Golang, C++","Mô tả công việc 2026TD450888 - AI Software Engineer (Python/Go/C/C++ Backend & AI Agents) Xây dựng phát triển các sản phẩm AI có khả năng tự động lập kế hoạch, ra quyết định và thực thi hành động, được triển khai thực tế ở quy mô lớn, các hệ thống AI thế hệ mới như: - AI Agents (Autonomous Agents) - LLM-powered Applications - Multi-agent Workflow Systems - AI-driven Backend Services - Intelligent Automation Platforms Trách nhiệm công việc (Responsibilities): - Thiết kế và phát triển các hệ thống Backend tích hợp AI/LLM Agents. - Xây dựng các Agentic Workflow, A: Planning – Tool Use – Memory – Execution. - Phát triển các dịch vụ AI dưới dạng Microservices (FastAPI/Flask/Django hoặc Java/Go services). - Tích hợp các mô hình AI vào hệ thống sản phẩm qua REST/gRPC APIs. - Triển khai hệ thống AI production-ready với Docker/Kubernetes. - Tối ưu hiệu năng inference: latency, throughput, cost. - Làm việc với dữ liệu lớn và hệ thống có lượng người dùng cao (đặc biệt trong tài chính/ngân hàng/chứng khoán). - Nghiên cứu và ứng dụng các kỹ thuật mới: RAG, Function Calling, Multi-agent systems, Reinforcement Learning Agents. - Đảm bảo các tiêu chuẩn về bảo mật, an toàn và khả năng mở rộng của hệ thống AI.","Yêu cầu công việc Tốt nghiệp Đại học các chuyên ngành: Công nghệ thông tin, Khoa học máy tính,Công nghệ phần mềm, Hệ thống thông tin, Tự động hóa, Điện tử viễn thông hoặc các ngành liên quan Có kinh nghiệm thực tế làm Backend tại công ty hoặc dự án lớn. Thành thạo ít nhất 1 ngôn ngữ Backend: Ưu tiên Python, Go, C/C++ Có kinh nghiệm thiết kế hệ thống Microservice Architecture. Thành thạo một trong các hệ quản trị cơ sở dữ liệu:PostgreSQL, MongoDB... Hiểu rõ API design (RESTful/gRPC), bảo mật và tối ưu hiệu năng hệ thống. Có kinh nghiệm với: LLM Agents (GPT, Gemini, Claude...), LangChain / LangGraph/ ADK, Autogen, RAG pipelines, Vector Database(Milvus, pgvector...). Tool-use Agents (Function Calling), Memory + Planning + Multi-step reasoning systems Thành thạo Git/GitFlow Có kinh nghiệm: Docker, Kubernetes... Ưu tiên: + Có kinh nghiệm trong domain: Tài chính, ngân hàng, chứng khoán + Hiểu biết về AI Safety, Guardrails, Model Monitoring. + Có kinh nghiệm tối ưu hệ thống AI cost-efficient ở production. + Với ứng viên Junior, Fresher: Ưu tiên các bạn xếp loại học tập loại Giỏi, Xuất sắc; GPA cao; đạt giải thưởng trong các cuộc thi chuyên môn, học sinh giỏi tỉnh, thành phố trở lên; có nghiên cứu khoa học được công bố tại các hội thảo, tạp chí quốc tế (ứng viên cần thể hiện nội dung về GPA, giải thưởng trong CV) + Có kiến thức, Kỹ thuật xử lý dữ liệu:NLP, Computer Vision, Speech, Video Understanding + Hiểu biết kiến trúc mô hình: CNN, RNN, Transformer, Attention, GNN… MB Bank yêu cầu ứng viên ứng tuyển cần cung cấp chi tiết các thông tin sau: - Thông tin cá nhân: Họ và tên, Ngày tháng năm sinh, Giới tính - Số điện thoại và Email liên hệ - Trình độ học vấn, Trường đã tốt nghiệp - Kinh nghiệm làm việc - Từ 3 - 5 kỹ năng nổi bật - Nguồn Tuyển dụng Vì sao Bạn nên đảm bảo đầy đủ thông tin khi ứng tuyển? - Hồ sơ của Bạn sẽ được đánh giá nhanh chóng. - Đối với các hồ sơ đáp ứng đầy đủ thông tin và tiêu chí tuyển dụng phù hợp, MB Bank sẽ chủ động liên hệ phỏng vấn trong thời gian sớm nhất. - Ứng viên vui lòng kiểm tra email và điện thoại thường xuyên để không bỏ lỡ lịch hẹn phỏng vấn Cập nhật ngay thông tin mới nhất về các Chương trình do MB tổ chức tại FanPage: - Ai yêu Miền Bắc hơn MBers - Ai yêu Miền Trung hơn MBers - Ai yêu Miền Nam hơn MBers","Tại sao bạn sẽ yêu thích làm việc tại đây Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng thành tích tháng 13; Thưởng thành tích theo kết quả công việc 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm Khám sức khỏe định kì Gói bảo hiểm sức khỏe cá nhân và người thân (MIC) Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, Lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.",https://itviec.com/viec-lam-it/ai-software-engineer-python-go-c-c-ai-agents-mb-bank-0237?lab_feature=preview_jd_page
Agentic Engineer (Python/Go/C/C++ Backend & AI Agents),MB Bank,Hà Nội,"Python, C language, Golang, AI, FastAPI, C++","Mô tả công việc 2026TD450887 - Agentic Engineer (Python/Go/C/C++ Backend & AI Agents) Xây dựng phát triển các sản phẩm AI có khả năng tự động lập kế hoạch, ra quyết định và thực thi hành động, được triển khai thực tế ở quy mô lớn, các hệ thống AI thế hệ mới như: - AI Agents (Autonomous Agents) - LLM-powered Applications - Multi-agent Workflow Systems - AI-driven Backend Services - Intelligent Automation Platforms Trách nhiệm công việc (Responsibilities): - Thiết kế và phát triển các hệ thống Backend tích hợp AI/LLM Agents. - Xây dựng các Agentic Workflow, A: Planning – Tool Use – Memory – Execution. - Phát triển các dịch vụ AI dưới dạng Microservices (FastAPI/Flask/Django hoặc Java/Go services). - Tích hợp các mô hình AI vào hệ thống sản phẩm qua REST/gRPC APIs. - Triển khai hệ thống AI production-ready với Docker/Kubernetes. - Tối ưu hiệu năng inference: latency, throughput, cost. - Làm việc với dữ liệu lớn và hệ thống có lượng người dùng cao (đặc biệt trong tài chính/ngân hàng/chứng khoán). - Nghiên cứu và ứng dụng các kỹ thuật mới: RAG, Function Calling, Multi-agent systems, Reinforcement Learning Agents. - Đảm bảo các tiêu chuẩn về bảo mật, an toàn và khả năng mở rộng của hệ thống AI.","Yêu cầu công việc Tốt nghiệp Đại học các chuyên ngành: Công nghệ thông tin, Khoa học máy tính, Công nghệ phần mềm, Hệ thống thông tin, Tự động hóa, Điện tử viễn thông hoặc các ngành liên quan Có kinh nghiệm thực tế làm Backend tại công ty hoặc dự án lớn. Thành thạo ít nhất 1 ngôn ngữ Backend: Ưu tiên Python, Go, C/C++ Có kinh nghiệm thiết kế hệ thống Microservice Architecture. Thành thạo một trong các hệ quản trị cơ sở dữ liệu:PostgreSQL, MongoDB... Hiểu rõ API design (RESTful/gRPC), bảo mật và tối ưu hiệu năng hệ thống. Có kinh nghiệm với: LLM Agents (GPT, Gemini, Claude...), LangChain / LangGraph/ ADK, Autogen, RAG pipelines, Vector Database(Milvus, pgvector...). Tool-use Agents (Function Calling), Memory + Planning + Multi-step reasoning systems Thành thạo Git/GitFlow Có kinh nghiệm: Docker, Kubernetes... Ưu tiên: + Có kinh nghiệm trong domain: Tài chính, ngân hàng, chứng khoán + Hiểu biết về AI Safety, Guardrails, Model Monitoring. + Có kinh nghiệm tối ưu hệ thống AI cost-efficient ở production. + Với ứng viên Junior, Fresher: Ưu tiên các bạn xếp loại học tập loại Giỏi, Xuất sắc; GPA cao; đạt giải thưởng trong các cuộc thi chuyên môn, học sinh giỏi tỉnh, thành phố trở lên; có nghiên cứu khoa học được công bố tại các hội thảo, tạp chí quốc tế (ứng viên cần thể hiện nội dung về GPA, giải thưởng trong CV) + Có kiến thức, Kỹ thuật xử lý dữ liệu:NLP, Computer Vision, Speech, Video Understanding + Hiểu biết kiến trúc mô hình: CNN, RNN, Transformer, Attention, GNN… MB Bank yêu cầu ứng viên ứng tuyển cần cung cấp chi tiết các thông tin sau: - Thông tin cá nhân: Họ và tên, Ngày tháng năm sinh, Giới tính - Số điện thoại và Email liên hệ - Trình độ học vấn, Trường đã tốt nghiệp - Kinh nghiệm làm việc - Từ 3 - 5 kỹ năng nổi bật - Nguồn Tuyển dụng Vì sao Bạn nên đảm bảo đầy đủ thông tin khi ứng tuyển? - Hồ sơ của Bạn sẽ được đánh giá nhanh chóng. - Đối với các hồ sơ đáp ứng đầy đủ thông tin và tiêu chí tuyển dụng phù hợp, MB Bank sẽ chủ động liên hệ phỏng vấn trong thời gian sớm nhất. - Ứng viên vui lòng kiểm tra email và điện thoại thường xuyên để không bỏ lỡ lịch hẹn phỏng vấn Cập nhật ngay thông tin mới nhất về các Chương trình do MB tổ chức tại FanPage: - Ai yêu Miền Bắc hơn MBers - Ai yêu Miền Trung hơn MBers - Ai yêu Miền Nam hơn MBers","Tại sao bạn sẽ yêu thích làm việc tại đây Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng thành tích tháng 13; Thưởng thành tích theo kết quả công việc 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm Khám sức khỏe định kì Gói bảo hiểm sức khỏe cá nhân và người thân (MIC) Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, Lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.",https://itviec.com/viec-lam-it/agentic-engineer-python-go-c-c-backend-ai-agents-mb-bank-0058?lab_feature=preview_jd_page
